tau,CN H1L2 relative error,leapfrog H1L2 relative error,DSTLP H1L2 relative error,DSTLP - CN H1L2 relative error,O(tau^2)
0.1,1.1104015743988789,inf,1.2318968448284242,0.2949726529444707,10.000000000000002
0.0694444444444444,1.5910652128181535,,1.704199718254498,0.2505994346824608,4.8225308641975255
0.0485436893203883,1.4190382749159298,,1.4432141836388328,0.1408369359656112,2.3564897728343808
0.0335570469798657,1.4495191856223175,,1.4201408425056898,0.1219587652146929,1.1260754020089139
0.0233644859813084,1.3596359739871653,,1.3137646128739373,0.1370882045153442,0.5458992051707567
0.0162337662337662,1.0296084448510412,,1.001142695281568,0.1145629581296265,0.26353516613256767
0.0112866817155756,0.5959464567835724,,0.5858736251403465,0.0845089904426998,0.12738918414870856
0.0078492935635792,0.3082421723254682,,0.3069391703450302,0.0448697906839273,0.06161140944724584
0.0054585152838427,0.1518242673059408,,0.1518896609235498,0.0166729574413908,0.02979538910394435
0.003793626707132,0.073526659644553,,0.073542275806347,0.0041464299606929,0.014391603593065183
0.0026371308016877,0.0356164966899669,,0.0356143957417424,0.0004332891183648,0.006954458865210011
0.00183284457478,0.0166148955184383,,0.0166148544720169,1.3283668468086794e-05,0.003359319235300479
0.0012742099898063,0.0078052180340006,,0.0078052180995938,3.9029449613132176e-08,0.001623611098122171
0.0008858965272856,0.0046329377528726,,0.0046329377529594,1.5424775446201753e-12,0.0007848126570566858
0.0006158393890873,0.0044801834046729,1e20,0.004480183404616,3.482805109046336e-12,0.0003792581531514189
0.0004281188457915,0.0049134988133739,0.0058457857693471,0.0049134986848764,2.549145435495241e-08,0.00018328574612184616
0.0002976367640931,0.0051999629959335,0.0056664188672921,0.0051999591782279,8.50762014835434e-07,8.858764333981165e-05
0.0002069108214359,0.0053540862453343,0.0055821578252732,0.0053540670204266,4.950004071490733e-06,4.2812088027278896e-05
0.0001438434982738,0.0054312423989822,0.0055420336958466,0.005431201549066,1.375797122060077e-05,2.0690951995644707e-05
0.0001,0.0054690865097022,0.0055227640255362,0.005469040349141,2.713420383241323e-05,1e-05
